name,fuel,capacity,owner,cost,average_generation,annual_revenue,annual_operating_expense,annual_profit,payback_period,npv,roi,irr
Muirhall,0,12.3,Lomond Energy,30.75,37154.48276,7.431090002,0.928862069,6.502227933,4.729148273,88.94883131,289.2644921,7.570579683
Grange Resubmission,0,12.3,Octopus Investements/Blue Energy,30.75,37154.48276,7.431090002,0.928862069,6.502227933,4.729148273,88.94883131,289.2644921,7.570579683
Rhodders,0,12.3,EDF/Wind Prospect,30.75,37154.48276,7.431090002,0.928862069,6.502227933,4.729148273,88.94883131,289.2644921,7.570579683
Winwick,0,12.3,Blue Energy,30.75,37154.48276,7.431090002,0.928862069,6.502227933,4.729148273,88.94883131,289.2644921,7.570579683
Dummuie,0,12.3,Tetro Energy Ltd (ECO2),30.75,37154.48276,7.431090002,0.928862069,6.502227933,4.729148273,88.94883131,289.2644921,7.570579683
Goonhilly Downs Wind Farm,0,12.09,REG Windpower (previously Cornwall Light & Power),30.225,36520.13793,7.304221036,0.913003448,6.391217588,4.729145829,87.43023791,289.2646416,7.570585662
Armistead Wind Farm,0,12,Banks Renewables,30,36248.27586,7.249848622,0.906206897,6.343641726,4.729144756,86.77941217,289.2647072,7.570588289
Gedney Marsh,0,12,Wind Prospect,30,36248.27586,7.249848622,0.906206897,6.343641726,4.729144756,86.77941217,289.2647072,7.570588289
Methlick Farmers Wind Energy Project,0,12,Orkney Sustainable Energy Ltd,30,36248.27586,7.249848622,0.906206897,6.343641726,4.729144756,86.77941217,289.2647072,7.570588289
Monnaboy Wind Farm,0,12,Gaelectric Developments/ CGN Europe Energy,30,36248.27586,7.249848622,0.906206897,6.343641726,4.729144756,86.77941217,289.2647072,7.570588289
Mynydd Portref Wind Farm extension,0,12,REG Windpower,30,36248.27586,7.249848622,0.906206897,6.343641726,4.729144756,86.77941217,289.2647072,7.570588289
Cloonty Wind Farm,0,12,Gaelectric Developments/ CGN Europe Energy,30,36248.27586,7.249848622,0.906206897,6.343641726,4.729144756,86.77941217,289.2647072,7.570588289
Gunfleet Sands 3,0,12,Orsted (formerly Dong Energy),30,36248.27586,7.249848622,0.906206897,6.343641726,4.729144756,86.77941217,289.2647072,7.570588289
Tod Hill Farm Wind Turbines,0,12,Falkirk Tod Hill Wind Limited,30,36248.27586,7.249848622,0.906206897,6.343641726,4.729144756,86.77941217,289.2647072,7.570588289
Tallentire,0,12,The Renewables Infrastructure Group (TRIG),30,36248.27586,7.249848622,0.906206897,6.343641726,4.729144756,86.77941217,289.2647072,7.570588289
Glass Moor 2,0,12,EDF/China General Nuclear Power Corporation,30,36248.27586,7.249848622,0.906206897,6.343641726,4.729144756,86.77941217,289.2647072,7.570588289
Middleton,0,12,Scottish Power Renewables,30,36248.27586,7.249848622,0.906206897,6.343641726,4.729144756,86.77941217,289.2647072,7.570588289
Moor House Wind Farm (resubmission),0,12,Banks Renewables,30,36248.27586,7.249848622,0.906206897,6.343641726,4.729144756,86.77941217,289.2647072,7.570588289
Barmoor,0,12,EDF,30,36248.27586,7.249848622,0.906206897,6.343641726,4.729144756,86.77941217,289.2647072,7.570588289
Spaldington,0,11.75,Falck Renewables,29.375,35493.10345,7.09881414,0.887327586,6.211486553,4.729141687,84.97156288,289.2648949,7.570595796
Altahullion Extension,0,11.7,Renewable Energy Systems (RES) / BP Energy,29.25,35342.06897,7.068607243,0.883551724,6.185055519,4.729141058,84.60999302,289.2649334,7.570597336
Moel Maelogen A Phase 2,0,11.7,John Laing Environmental,29.25,35342.06897,7.068607243,0.883551724,6.185055519,4.729141058,84.60999302,289.2649334,7.570597336
Upper Holton Wind Farm,0,11.5,Temporis Wind,28.75,34737.93103,6.947779657,0.868448276,6.079331381,4.729138485,83.16371359,289.2650907,7.57060363
Furness Wind Farm/High Winds (Harlock Repowering),0,11.5,Baywind Co-op & Energy4All & Belltown Power,28.75,34737.93103,6.947779657,0.868448276,6.079331381,4.729138485,83.16371359,289.2650907,7.57060363
Teiges,0,11,Energia,27.5,33227.58621,6.645710691,0.830689655,5.815021036,4.729131645,79.54801501,289.2655091,7.570620366
Allt Dearg Wind Farmers LLP,0,10.8,Ormsary and Stronachullin Estates (Allt Dearg Wind Farmers LLP),27,32623.44828,6.524883105,0.815586207,5.709296898,4.729128732,78.10173558,289.2656873,7.570627494
Wharrels Hill Wind Farm,0,10.4,Wharrels Hill Windfarm Ltd/ National Windpower,26,31415.17241,6.283227933,0.78537931,5.497848622,4.729122569,75.20917672,289.2660643,7.570642573
Sancton Hill Wind Farm,0,10.384,REG Windpower (previously Cornwall Light and Power),25.96,31366.84138,6.273561726,0.784171034,5.489390691,4.729122312,75.09347437,289.26608,7.5706432
Stonish Hill Re-submission (Bilsthorpe),0,10.3,REG Power Management (John Laing/Peel Energy),25.75,31113.10345,6.22281414,0.777827586,5.444986553,4.729120953,74.48603701,289.2661631,7.570646526
Boardinghouse Wind Farm,0,10.3,Ecogen,25.75,31113.10345,6.22281414,0.777827586,5.444986553,4.729120953,74.48603701,289.2661631,7.570646526
Hook Moor,0,10.3,Banks Renewables,25.75,31113.10345,6.22281414,0.777827586,5.444986553,4.729120953,74.48603701,289.2661631,7.570646526
Denzell Downs Windfarm,0,10.2615,REG Windpower / BlackRock,25.65375,30996.8069,6.199554829,0.774920172,5.424634657,4.729120323,74.20762822,289.2662017,7.570648068
St Breock,0,10.261,REG & Blackrock,25.6525,30995.29655,6.19925276,0.774882414,5.424370347,4.729120315,74.20401252,289.2662022,7.570648088
Earls Hall Farm,0,10.25,Greencoat UK Wind,25.625,30962.06897,6.192607243,0.774051724,5.418555519,4.729120134,74.12446715,289.2662133,7.570648531
Butterwick Moor Circuit 2,0,10.25,,25.625,30962.06897,6.192607243,0.774051724,5.418555519,4.729120134,74.12446715,289.2662133,7.570648531
Butterwick Moor Circuit 1,0,10.25,,25.625,30962.06897,6.192607243,0.774051724,5.418555519,4.729120134,74.12446715,289.2662133,7.570648531
Burton Pidsea (Wadworth Hill) Wind Farm,0,10.2,Aeolian Holderness Ltd,25.5,30811.03448,6.162400347,0.770275862,5.392124484,4.729119306,73.76289729,289.2662639,7.570650556
Meikle Carewe,0,10.2,The Renewables Infrastructure Group (TRIG),25.5,30811.03448,6.162400347,0.770275862,5.392124484,4.729119306,73.76289729,289.2662639,7.570650556
Mynydd Gorddu,0,10.2,Cynllun Trydan Gwynt,25.5,30811.03448,6.162400347,0.770275862,5.392124484,4.729119306,73.76289729,289.2662639,7.570650556
Reaps Moss Wind Farm (resubmitted),0,10.2,Infrared Capital Partners,25.5,30811.03448,6.162400347,0.770275862,5.392124484,4.729119306,73.76289729,289.2662639,7.570650556
Brockaghboy Wind Farm - extension,0,10,TCI Renewables/ERG Renew,25,30206.89655,6.04157276,0.755172414,5.286400347,4.729115913,72.31661786,289.2664714,7.570658858
Glenurquhart and Strathglass Wind Farm project,0,10,Corrimony Energy Ltd & Soirbheas,25,30206.89655,6.04157276,0.755172414,5.286400347,4.729115913,72.31661786,289.2664714,7.570658858
Craig Wind Farm,0,10,Craig Wind Farm Co,25,30206.89655,6.04157276,0.755172414,5.286400347,4.729115913,72.31661786,289.2664714,7.570658858
Wolf Bog,0,10,B9 Energy / RES,25,30206.89655,6.04157276,0.755172414,5.286400347,4.729115913,72.31661786,289.2664714,7.570658858
Tullo Wind Farm South (Ext.),0,10,Eneco,25,30206.89655,6.04157276,0.755172414,5.286400347,4.729115913,72.31661786,289.2664714,7.570658858
Woolley Hill,0,10,Aviva,25,30206.89655,6.04157276,0.755172414,5.286400347,4.729115913,72.31661786,289.2664714,7.570658858
Lilbourne Wind Farm,0,10,Cetis,25,30206.89655,6.04157276,0.755172414,5.286400347,4.729115913,72.31661786,289.2664714,7.570658858
Cairnborrow - resubmission,0,10,Engie (GDF Suez),25,30206.89655,6.04157276,0.755172414,5.286400347,4.729115913,72.31661786,289.2664714,7.570658858
Achlachan Wind Farm,0,10,Whirlwind Renewables,25,30206.89655,6.04157276,0.755172414,5.286400347,4.729115913,72.31661786,289.2664714,7.570658858
Fforch Nest Wind Farm pt1,0,10,Pennant Walters,25,30206.89655,6.04157276,0.755172414,5.286400347,4.729115913,72.31661786,289.2664714,7.570658858
Beatrice Demonstrator,0,10,Talisman Energy,25,30206.89655,6.04157276,0.755172414,5.286400347,4.729115913,72.31661786,289.2664714,7.570658858
Bryn Titli,0,10,Innogy,25,30206.89655,6.04157276,0.755172414,5.286400347,4.729115913,72.31661786,289.2664714,7.570658858
Carn Vean,0,10,,25,30206.89655,6.04157276,0.755172414,5.286400347,4.729115913,72.31661786,289.2664714,7.570658858
Spurness Extension,0,10,Scottish and Southern Energy (SSE),25,30206.89655,6.04157276,0.755172414,5.286400347,4.729115913,72.31661786,289.2664714,7.570658858
Millennium Extension,0,10,West Coast Energy /Falck Renewables,25,30206.89655,6.04157276,0.755172414,5.286400347,4.729115913,72.31661786,289.2664714,7.570658858
Chelveston Renewable Energy Park Wind Farm (Bedford),0,10,Chelveston Renewable Energy Ltd,25,30206.89655,6.04157276,0.755172414,5.286400347,4.729115913,72.31661786,289.2664714,7.570658858
Wathegar wind farm,0,10,Mr Danny Miller,25,30206.89655,6.04157276,0.755172414,5.286400347,4.729115913,72.31661786,289.2664714,7.570658858
Port of Liverpool,0,10,Mersey Docks and Harbour Company,25,30206.89655,6.04157276,0.755172414,5.286400347,4.729115913,72.31661786,289.2664714,7.570658858
Westfield,0,9.8,Infinis,24.5,29602.75862,5.920745174,0.740068966,5.180676209,4.729112381,70.87033843,289.2666875,7.570667499
Hill of Tillymorgan (Kirkton Farm) Wind turbines (resubmission),0,9.6,LocoGen/ Green Cat Renewables,24,28998.62069,5.799917588,0.724965517,5.074952071,4.729108702,69.424059,289.2669125,7.5706765
Bambers Farm,0,9.6,Ecotricity,24,28998.62069,5.799917588,0.724965517,5.074952071,4.729108702,69.424059,289.2669125,7.5706765
Coal Clough Wind Farm,0,9.6,RES,24,28998.62069,5.799917588,0.724965517,5.074952071,4.729108702,69.424059,289.2669125,7.5706765
Lochelbank,0,9.6,RWE npower,24,28998.62069,5.799917588,0.724965517,5.074952071,4.729108702,69.424059,289.2669125,7.5706765
Bears Down,0,9.6,Natural Power,24,28998.62069,5.799917588,0.724965517,5.074952071,4.729108702,69.424059,289.2669125,7.5706765
Mynydd Portref,0,9.35,FIM Services,23.375,28243.44828,5.648883105,0.706086207,4.942796898,4.729103882,67.61620971,289.2672073,7.570688293
Llangwyryfon,0,9.35,Westbury Windfarms Ltd Unit 10 Strawberry how business centre Lorton road Cockercroft CA13 9XQ,23.375,28243.44828,5.648883105,0.706086207,4.942796898,4.729103882,67.61620971,289.2672073,7.570688293
Neilston Wind Farm,0,9.2,Renewables Infrastructure Group,23,27790.34483,5.558262416,0.694758621,4.863503795,4.729100864,66.53150014,289.2673919,7.570695677
Hellrigg,0,9.2,Npower Renewables,23,27790.34483,5.558262416,0.694758621,4.863503795,4.729100864,66.53150014,289.2673919,7.570695677
Welton Of Creuchies,0,9.2,Mr And Mrs I And J Ferguson/ Green Cat Renewables,23,27790.34483,5.558262416,0.694758621,4.863503795,4.729100864,66.53150014,289.2673919,7.570695677
Dalby,0,9.2,Ecotricity,23,27790.34483,5.558262416,0.694758621,4.863503795,4.729100864,66.53150014,289.2673919,7.570695677
Land at Overside and Greenwellheads Farms,0,9.2,Greenside Wind Energy Ltd,23,27790.34483,5.558262416,0.694758621,4.863503795,4.729100864,66.53150014,289.2673919,7.570695677
Thornog Windfarm Extension,0,9.2,Energia Renewables,23,27790.34483,5.558262416,0.694758621,4.863503795,4.729100864,66.53150014,289.2673919,7.570695677
Galsworthy,0,9.2,Ecotricity,23,27790.34483,5.558262416,0.694758621,4.863503795,4.729100864,66.53150014,289.2673919,7.570695677
Thornog Windfarm,0,9.2,Energia Renewables,23,27790.34483,5.558262416,0.694758621,4.863503795,4.729100864,66.53150014,289.2673919,7.570695677
Port of Tilbury,0,9.2,Scottish Equity Partners,23,27790.34483,5.558262416,0.694758621,4.863503795,4.729100864,66.53150014,289.2673919,7.570695677
Lochend Wind Farm,0,9.2,Wind Harvest,23,27790.34483,5.558262416,0.694758621,4.863503795,4.729100864,66.53150014,289.2673919,7.570695677
Delabole (Repowering),0,9.2,Good Energy Generation,23,27790.34483,5.558262416,0.694758621,4.863503795,4.729100864,66.53150014,289.2673919,7.570695677
Glenbuck,0,9.2,Energia Renewables,23,27790.34483,5.558262416,0.694758621,4.863503795,4.729100864,66.53150014,289.2673919,7.570695677
Wern Ddu Wind Farm,0,9.2,Tegni,23,27790.34483,5.558262416,0.694758621,4.863503795,4.729100864,66.53150014,289.2673919,7.570695677
Ovenden Moor,0,9.2,Yorkshire Windpower,23,27790.34483,5.558262416,0.694758621,4.863503795,4.729100864,66.53150014,289.2673919,7.570695677
Out Newton,0,9.1,Powergen Renewables Developments Ltd,22.75,27488.27586,5.497848622,0.687206897,4.810641726,4.729098797,65.80836043,289.2675184,7.570700734
Balmurrie Fell Wind Farm,0,9.1,Scottish Southern Energy,22.75,27488.27586,5.497848622,0.687206897,4.810641726,4.729098797,65.80836043,289.2675184,7.570700734
Bessy Bell 2,0,9,Bessy Bell Windfarm Omagh xx1 1xx,22.5,27186.2069,5.437434829,0.679655172,4.757779657,4.729096684,65.08522071,289.2676476,7.570705904
Hawton Wind Farm,0,9,Temporis Capital,22.5,27186.2069,5.437434829,0.679655172,4.757779657,4.729096684,65.08522071,289.2676476,7.570705904
Taff Ely,0,9,Npower Renewables,22.5,27186.2069,5.437434829,0.679655172,4.757779657,4.729096684,65.08522071,289.2676476,7.570705904
Bendealt Wind Farm Highland,0,9,RWE npower,22.5,27186.2069,5.437434829,0.679655172,4.757779657,4.729096684,65.08522071,289.2676476,7.570705904
Lindhurst,0,9,Npower Renewables,22.5,27186.2069,5.437434829,0.679655172,4.757779657,4.729096684,65.08522071,289.2676476,7.570705904
Avonmouth Port - extension,0,9,Bristol Port Company,22.5,27186.2069,5.437434829,0.679655172,4.757779657,4.729096684,65.08522071,289.2676476,7.570705904
Tappaghan Extension,0,9,Greencoat UK Wind,22.5,27186.2069,5.437434829,0.679655172,4.757779657,4.729096684,65.08522071,289.2676476,7.570705904
Bin Mountain Wind Farm,0,9,Greencoat UK Wind,22.5,27186.2069,5.437434829,0.679655172,4.757779657,4.729096684,65.08522071,289.2676476,7.570705904
Whittlesey,0,9,REG Windpower (previously Cornwall Light and Power),22.5,27186.2069,5.437434829,0.679655172,4.757779657,4.729096684,65.08522071,289.2676476,7.570705904
Torrance Farm,0,9,Future Spectrum Ltd,22.5,27186.2069,5.437434829,0.679655172,4.757779657,4.729096684,65.08522071,289.2676476,7.570705904
Point Wind / Beinn Ghrideag Farm,0,9,Point Power & Energy Ltd / SgurrEnergy,22.5,27186.2069,5.437434829,0.679655172,4.757779657,4.729096684,65.08522071,289.2676476,7.570705904
Airfield Farm (Podington) (Resubmission),0,8.6,Airvolution Energy,21.5,25977.93103,5.195779657,0.649448276,4.546331381,4.729087741,62.19266185,289.2681947,7.570727786
Park Spring,0,8.55,EDF Energy Renewables,21.375,25826.89655,5.16557276,0.645672414,4.519900347,4.729086564,61.83109199,289.2682666,7.570730665
Drumduff,0,8.5,Green Breeze Energy Ltd,21.25,25675.86207,5.135365864,0.641896552,4.493469312,4.729085374,61.46952214,289.2683395,7.570733578
Sisters,0,8.4,Infinis (formerly Novera Energy),21,25373.7931,5.074952071,0.634344828,4.440607243,4.72908295,60.74638242,289.2684877,7.570739509
Beinn Ghlas,0,8.4,RWE npower,21,25373.7931,5.074952071,0.634344828,4.440607243,4.72908295,60.74638242,289.2684877,7.570739509
Parc Cynog Extension,0,8.4,Nuon,21,25373.7931,5.074952071,0.634344828,4.440607243,4.72908295,60.74638242,289.2684877,7.570739509
Muirhall South,0,8.3,Muirhall Energy,20.75,25071.72414,5.014538278,0.626793103,4.387745174,4.729080468,60.0232427,289.2686395,7.570745582
Ramsey 2 Wind Farm,0,8.2032,REG Windpower,20.508,24779.32138,4.956057726,0.619483034,4.336574691,4.729078007,59.32324346,289.26879,7.570751601
Avonmouth Wind Power,0,8.2,Wessex Water Engineering Services,20.5,24769.65517,4.954124484,0.619241379,4.334883105,4.729077925,59.30010299,289.2687951,7.570751803
Wear Point,0,8.2,John Laing,20.5,24769.65517,4.954124484,0.619241379,4.334883105,4.729077925,59.30010299,289.2687951,7.570751803
Port of Sheerness Wind Farm Ltd,0,8.2,Peel Energy,20.5,24769.65517,4.954124484,0.619241379,4.334883105,4.729077925,59.30010299,289.2687951,7.570751803
Barlockhart Moor,0,8.2,West Coast Energy,20.5,24769.65517,4.954124484,0.619241379,4.334883105,4.729077925,59.30010299,289.2687951,7.570751803
Withernwick extension,0,8.2,Energiekontor UK,20.5,24769.65517,4.954124484,0.619241379,4.334883105,4.729077925,59.30010299,289.2687951,7.570751803
Carsington,0,8.2,Carsington Wind Energy Limited,20.5,24769.65517,4.954124484,0.619241379,4.334883105,4.729077925,59.30010299,289.2687951,7.570751803
Chiplow,0,8.2,Blue Energy,20.5,24769.65517,4.954124484,0.619241379,4.334883105,4.729077925,59.30010299,289.2687951,7.570751803
Low Spinney,0,8.2,Infinis previously Broadview Energy Developments,20.5,24769.65517,4.954124484,0.619241379,4.334883105,4.729077925,59.30010299,289.2687951,7.570751803
Mynydd Brombil,0,8,REG Windpower,20,24165.51724,4.833296898,0.604137931,4.229158967,4.729072649,57.85382356,289.2691178,7.570764712
Langley,0,8,EDF Energy,20,24165.51724,4.833296898,0.604137931,4.229158967,4.729072649,57.85382356,289.2691178,7.570764712
Hampole Wind Farm,0,8,Good Energy (previously nPower Renewables),20,24165.51724,4.833296898,0.604137931,4.229158967,4.729072649,57.85382356,289.2691178,7.570764712
Marr Windfarm,0,8,Banks Renewables,20,24165.51724,4.833296898,0.604137931,4.229158967,4.729072649,57.85382356,289.2691178,7.570764712
Broomhill,0,8,,20,24165.51724,4.833296898,0.604137931,4.229158967,4.729072649,57.85382356,289.2691178,7.570764712
Lambs Hill,0,8,Banks Renewables,20,24165.51724,4.833296898,0.604137931,4.229158967,4.729072649,57.85382356,289.2691178,7.570764712
Hagshaw Hill (S15) Wind Farm Lanarkshire,0,7.8,Trigen,19.5,23561.37931,4.712469312,0.589034483,4.123434829,4.729067102,56.40754413,289.2694571,7.570778283
Lough Hill,0,7.8,B9 / Renewable Energy Systems (RES),19.5,23561.37931,4.712469312,0.589034483,4.123434829,4.729067102,56.40754413,289.2694571,7.570778283
St John Hill,0,7.7,Auquhirie Land Company Ltd,19.25,23259.31034,4.652055519,0.581482759,4.07057276,4.729064221,55.68440441,289.2696333,7.570785333
Blackstone Edge,0,7.5,Ventient (formerly Infinis),18.75,22655.17241,4.531227933,0.56637931,3.964848622,4.729058228,54.23812498,289.2699999,7.570799997
Shepham Lane (Resubmission),0,7.5,Belltown Power,18.75,22655.17241,4.531227933,0.56637931,3.964848622,4.729058228,54.23812498,289.2699999,7.570799997
Crockbaravally Wind Farm,0,7.5,Golden Square Energy,18.75,22655.17241,4.531227933,0.56637931,3.964848622,4.729058228,54.23812498,289.2699999,7.570799997
Tullo Wind Farm North Extension (Shiels Wind Farm),0,7.5,Eneco,18.75,22655.17241,4.531227933,0.56637931,3.964848622,4.729058228,54.23812498,289.2699999,7.570799997
GlaxoSmithKline Wind Project,0,7.5,Glaxosmithkline Fao Mr David Bolton,18.75,22655.17241,4.531227933,0.56637931,3.964848622,4.729058228,54.23812498,289.2699999,7.570799997
Lairg Wind Farm,0,7.5,ABO Wind,18.75,22655.17241,4.531227933,0.56637931,3.964848622,4.729058228,54.23812498,289.2699999,7.570799997
Tedder Hill,0,7.5,Ventient (formerly Infinis),18.75,22655.17241,4.531227933,0.56637931,3.964848622,4.729058228,54.23812498,289.2699999,7.570799997
Brownieleys - 3 Wind Turbines,0,7.5,Brownieleys Renewables/Muirden Energy,18.75,22655.17241,4.531227933,0.56637931,3.964848622,4.729058228,54.23812498,289.2699999,7.570799997
Burton Wold Wind Farm South,0,7.5,Infinergy/ Muirhall Energy,18.75,22655.17241,4.531227933,0.56637931,3.964848622,4.729058228,54.23812498,289.2699999,7.570799997
Far Marsh Farm (Resubmission),0,7.5,Mr Wielkopolski,18.75,22655.17241,4.531227933,0.56637931,3.964848622,4.729058228,54.23812498,289.2699999,7.570799997
Heysham South Wind Farm,0,7.5,Banks Renewables,18.75,22655.17241,4.531227933,0.56637931,3.964848622,4.729058228,54.23812498,289.2699999,7.570799997
Blantyre Muir Wind Farm extension,0,7.5,West Coast Energy,18.75,22655.17241,4.531227933,0.56637931,3.964848622,4.729058228,54.23812498,289.2699999,7.570799997
Dunsland Cross Wind Farm,0,7.5,Temporis Capital,18.75,22655.17241,4.531227933,0.56637931,3.964848622,4.729058228,54.23812498,289.2699999,7.570799997
Lendrum's Bridge Extension,0,7.3,Renewable Energy Systems (RES),18.25,22051.03448,4.410400347,0.551275862,3.859124484,4.729051906,52.79184555,289.2703866,7.570815464
M1 Wind Farm,0,7.2,Wind Prospect Developments,18,21748.96552,4.349986553,0.543724138,3.806262416,4.729048614,52.06870584,289.270588,7.57082352
Ardoch and Over Enoch Wind Farm (Ardoch),0,7.2,2020 Renewables/ NTR,18,21748.96552,4.349986553,0.543724138,3.806262416,4.729048614,52.06870584,289.270588,7.57082352
Potato Pot,0,7.2,Capital Dynamics,18,21748.96552,4.349986553,0.543724138,3.806262416,4.729048614,52.06870584,289.270588,7.57082352
Altamuskin,0,7.1,Altamuskin Windfarm (Energia),17.75,21446.89655,4.28957276,0.536172414,3.753400347,4.729045229,51.34556612,289.2707951,7.570831802
Altamuskin Extension,0,7.1,Altamuskin Windfarm (Energia),17.75,21446.89655,4.28957276,0.536172414,3.753400347,4.729045229,51.34556612,289.2707951,7.570831802
Levenmouth demonstration turbine (Fife Energy Park),0,7,Catapult,17.5,21144.82759,4.229158967,0.52862069,3.700538278,4.729041747,50.62242641,289.271008,7.570840322
Deuchries,0,6.9,Force 9 Energy / Catamount Energy/ Green Cat,17.388,20842.75862,4.168745174,0.521068966,3.647676209,4.766870469,49.89928669,286.9754238,7.479016953
Strath of Brydock,0,6.9,Duncan Greenenergy,17.388,20842.75862,4.168745174,0.521068966,3.647676209,4.766870469,49.89928669,286.9754238,7.479016953
Hill of Skilmafilly Cloffrickford (Denmore) Wind Farm,0,6.9,SAC Environment And Design,17.388,20842.75862,4.168745174,0.521068966,3.647676209,4.766870469,49.89928669,286.9754238,7.479016953
Auchadaduie Wind Farm,0,6.9,Fyne Futures,17.388,20842.75862,4.168745174,0.521068966,3.647676209,4.766870469,49.89928669,286.9754238,7.479016953
Eshmore,0,6.9,Energia Renewables,17.388,20842.75862,4.168745174,0.521068966,3.647676209,4.766870469,49.89928669,286.9754238,7.479016953
Hill of Fiddes,0,6.9,Infinis previously Broadview Energy,17.388,20842.75862,4.168745174,0.521068966,3.647676209,4.766870469,49.89928669,286.9754238,7.479016953
Shielburn Farm,0,6.9,Green Cat Renewables,17.388,20842.75862,4.168745174,0.521068966,3.647676209,4.766870469,49.89928669,286.9754238,7.479016953
Hoprigshiels Community Wind Farm,0,6.9,Mr A Hobbett,17.388,20842.75862,4.168745174,0.521068966,3.647676209,4.766870469,49.89928669,286.9754238,7.479016953
Glenbuck II,0,6.9,Energia,17.388,20842.75862,4.168745174,0.521068966,3.647676209,4.766870469,49.89928669,286.9754238,7.479016953
Clentrie Wind Farm (Gevens),0,6.9,Rev Ltd,17.388,20842.75862,4.168745174,0.521068966,3.647676209,4.766870469,49.89928669,286.9754238,7.479016953
Hill of Auquhirie,0,6.9,Octopus Investements/Blue Energy (previously Auquhirie Land Company Ltd),17.388,20842.75862,4.168745174,0.521068966,3.647676209,4.766870469,49.89928669,286.9754238,7.479016953
Alveston Wind Park,0,6.9,Ecotricity,17.388,20842.75862,4.168745174,0.521068966,3.647676209,4.766870469,49.89928669,286.9754238,7.479016953
Slieveglass,0,6.9,Slieveglass wind farm (Energia),17.388,20842.75862,4.168745174,0.521068966,3.647676209,4.766870469,49.89928669,286.9754238,7.479016953
Spicer Hill Wind Farm,0,6.9,,17.388,20842.75862,4.168745174,0.521068966,3.647676209,4.766870469,49.89928669,286.9754238,7.479016953
Lochcarnan Community Windfarm,0,6.9,Storas Uibhist,17.388,20842.75862,4.168745174,0.521068966,3.647676209,4.766870469,49.89928669,286.9754238,7.479016953
Jacksbank Wind Farm (Glenbervie),0,6.8,East Coast Viners,17.136,20540.68966,4.108331381,0.513517241,3.59481414,4.766866751,49.17614698,286.9756476,7.479025905
Muirhall Extension,0,6.8,Muirhall Energy,17.136,20540.68966,4.108331381,0.513517241,3.59481414,4.766866751,49.17614698,286.9756476,7.479025905
Cold Northcott,0,6.6,EDF Energies Nouvelles,16.632,19936.55172,3.987503795,0.498413793,3.489090002,4.766858978,47.72986755,286.9761156,7.479044624
Lambrigg,0,6.5,Lambrigg Windfarm Ltd,16.38,19634.48276,3.927090002,0.490862069,3.436227933,4.766854912,47.00672783,286.9763604,7.479054416
Royd Moor,0,6.5,,16.38,19634.48276,3.927090002,0.490862069,3.436227933,4.766854912,47.00672783,286.9763604,7.479054416
Fairfield,0,6.5,Windprospect,16.38,19634.48276,3.927090002,0.490862069,3.436227933,4.766854912,47.00672783,286.9763604,7.479054416
Westmill Wind Farm,0,6.5,Adam Twine of Colleymore,16.38,19634.48276,3.927090002,0.490862069,3.436227933,4.766854912,47.00672783,286.9763604,7.479054416
Penrhys Wind Farm/Ferndale Power Factory,0,6.4,John Laing,16.128,19332.41379,3.866676209,0.483310345,3.383365864,4.766850719,46.28358812,286.9766128,7.479064513
Millour Hill Community Windfarm (Extension) resubmission,0,6.4,Community Windpower,16.128,19332.41379,3.866676209,0.483310345,3.383365864,4.766850719,46.28358812,286.9766128,7.479064513
Ark Hill,0,6.4,Green Cat Renewables / Strathmore Estates,16.128,19332.41379,3.866676209,0.483310345,3.383365864,4.766850719,46.28358812,286.9766128,7.479064513
South Sharpley Wind Farm,0,6.2304,REG Windpower (previously Cornwall Light & Power),15.700608,18820.10483,3.764214416,0.470502621,3.293711795,4.7668433,45.05714316,286.9770595,7.479082379
Burnthouse Farm,0,6.21,Fivestone Ltd,15.6492,18758.48276,3.751890002,0.468962069,3.282927933,4.76684238,44.90962266,286.9771149,7.479084594
Westnewton,0,6.2,,15.624,18728.27586,3.745848622,0.468206897,3.277641726,4.766841927,44.83730869,286.9771421,7.479085685
Achairn,0,6.2,James and Ronald Innes,15.624,18728.27586,3.745848622,0.468206897,3.277641726,4.766841927,44.83730869,286.9771421,7.479085685
Common Barn Wind Farm,0,6.2,TCI Renewables,15.624,18728.27586,3.745848622,0.468206897,3.277641726,4.766841927,44.83730869,286.9771421,7.479085685
Flimby,0,6.15,Flimby Wind Energy Ltd,15.498,18577.24138,3.715641726,0.464431034,3.251210691,4.766839639,44.47573883,286.9772798,7.479091193
Tangy Wind Farm Extension/Tangy 2,0,6,Scottish and Southern Energy (SSE),15.12,18124.13793,3.625021036,0.453103448,3.171917588,4.766832549,43.39102926,286.9777067,7.479108269
St Fergus Moss Wind Farm,0,6,Greenspan Electric St Fergus Ltd,15.12,18124.13793,3.625021036,0.453103448,3.171917588,4.766832549,43.39102926,286.9777067,7.479108269
Boundary Lane,0,6,EDF (purchased from Wind Prospect Developments Ltd in 2012),15.12,18124.13793,3.625021036,0.453103448,3.171917588,4.766832549,43.39102926,286.9777067,7.479108269
Avonmouth Port,0,6,Bristol Port Authority,15.12,18124.13793,3.625021036,0.453103448,3.171917588,4.766832549,43.39102926,286.9777067,7.479108269
Ardrossan Extension,0,6,Airtricity,15.12,18124.13793,3.625021036,0.453103448,3.171917588,4.766832549,43.39102926,286.9777067,7.479108269
